0,0,0,0,0,0,0,0,0,0,0,-71.4
0,0,0,0,0,0,0,0,0,0,0,72.8
1.29,0,0,0,0,0,0,0,0,0,0,72.8
1.29,0,0,0,0,0,0,0,0,0,0,16.1
1.29,0,0,0,0,0,0,0,0,0,0,-55.3
1.29,0,0,-2.1,-4.2,4.9,0,0,0,0,0,-75.6
-1.15,0,0,-2.1,-4.2,4.9,0,0,0,0,0,-75.6
-1.15,0,0,-2.1,-4.2,4.9,0,0,0,0,0,56.7
-1.15,0,0.255,-2.1,-4.2,4.9,0,0,0,0,0,22.4
